market_ids,product_ids,firm_ids,is_satellite,is_wired,x,w,xi,omega,prices,shares,mc
1,1,1,1,0,0.7887306267551099,0.7956940907614514,-2.366688522370636,1.8116864947805185,3.540680047719233,0.004100455577382872,2.522837687710981
1,2,2,1,0,0.983685497962133,0.8086755217584292,0.39585953266639096,-0.8541188655151877,2.8316059578045465,0.3259516932087173,1.8137635977962951
1,3,3,0,1,0.4638512778327348,0.1691275929518328,-0.6442400055894139,-0.6981414078367967,2.5954707696828265,0.13600042394270592,1.5761957999384717
1,4,4,0,1,0.18190313115129744,1.4665974711128102,1.536781029094585,3.1552582364233315,4.54842355308166,0.01828032462160592,3.5291485833373053
2,1,1,1,0,0.13811024533816452,1.0355281776398297,0.6818663153628977,0.8212823609218691,3.4409012114895186,0.04492079923499884,2.3668083020502557
2,2,2,1,0,0.3385395767531325,0.9915883715139544,0.4793743489846365,2.1079411973328406,3.8235122556326893,0.020855468642602716,2.7494193461934264
2,3,3,0,1,0.022947286601114034,0.5390100688421017,-0.8759928316358561,1.2949577024846333,3.261278220598314,0.005863410002711625,2.2180362448402566
2,4,4,0,1,1.3539004153128744,0.5953039419132865,1.550152180454801,0.0788443821848766,2.975485031740505,0.4447071006131018,1.932243055982447
3,1,1,1,0,0.2665664057408861,2.640709613721394,-1.3135738945682522,-0.9555020713999743,3.8740269633554636,0.0002725313694580588,2.831310403257036
3,2,2,1,0,1.9748276465709176,0.10940441752993803,1.9971581202235342,-0.4289024919415168,2.6487031940026,0.4780136268313565,1.605986633904172
3,3,3,0,1,1.1031653651450197,1.6535922840056563,0.0005377501639225101,-1.164309735875637,3.2625304390349967,0.017977259728915465,2.155147903719282
3,4,4,0,1,0.21072482683618352,0.40455106629779863,0.4953564209578422,-0.09509022083738303,2.9100211507193645,0.024446922036572935,1.8026386154036498
4,1,1,1,0,0.31718094639644734,1.299281017744466,0.5959264506750491,0.5797222090285609,3.544941826010211,0.038674475601378974,2.4529356470964276
4,2,2,1,0,0.47979368078620593,2.6934580035386335,-0.5236688284522372,-1.9821056699379949,3.615391274826024,0.01290091700999131,2.523385095912241
4,3,3,0,1,2.2286611757306916,0.8119418828927345,1.342939503039191,0.7074759274496548,3.2800004086280863,0.4347297356310735,2.2065273870867244
4,4,4,0,1,0.15747681108299832,0.11481223913345782,-0.6702620303238318,-2.0279487089428394,2.390279500509372,0.04337054217102507,1.3168064789680098
5,1,1,1,0,1.733671640048789,0.49999297477576987,0.18548326138664328,0.5576240319392983,3.2530694646376777,0.2178769211396886,2.003110550629027
5,2,2,1,0,1.0926708415183253,0.218772419506608,-0.22703512023606454,0.005033767505167421,2.9924614618282437,0.12794841141907162,1.7425025478195937
5,3,3,0,1,2.4141795260777568,1.1371473240278567,-0.5042036674664336,-0.0364661404472489,3.4099432202099083,0.1703945481171825,2.18088021455061
5,4,4,0,1,0.09845644213143201,0.4819387965030812,0.020089826950588738,-0.1460011444208023,3.055257985210594,0.05774619730695402,1.8261949795512964
6,1,1,1,0,0.6408305869879801,0.3067845169806,-0.4646116129525365,-0.4166346274216748,2.7688163878789416,0.14327892298510692,1.6898111900292427
6,2,2,1,0,0.6125297138225455,0.7695760502612639,0.40955173202774886,-0.1356747439315655,3.04389206476304,0.19257859553927859,1.9648868669133412
6,3,3,0,1,0.6522557006377067,2.0564615123974797,0.414529146669099,-0.26770983198587545,3.706076527087558,0.06210404941973498,2.666193098293467
6,4,4,0,1,1.2988964927150608,0.37511712862358015,-2.2064438910503945,-1.4130053211385654,2.557519058476494,0.08576353245152903,1.517635629682403
7,1,1,1,0,0.36693963724055695,0.06045861646140735,0.802900323125831,-0.3733439068532603,2.8939546968783025,0.2070815292011222,1.5975107967228883
7,2,2,1,0,1.1226893132958395,0.258787949954613,-0.05519224959250007,-0.5766505925437325,2.933035298715015,0.1728818609011261,1.6365913985596003
7,3,3,0,1,0.3644343068991709,0.2938569161422769,0.13846012826157364,-1.155146628222724,2.7977468627943702,0.14637214184475997,1.5358299216584532
7,4,4,0,1,2.0869185176468728,1.4430994287474133,-0.5172170575590612,0.5352090313890162,3.790542723416152,0.05840301990259106,2.5286257822802347
8,1,1,1,0,0.7112550647436233,0.6843392755153611,-1.232943693476268,0.3912576237812199,3.053926231438149,0.04805356480688008,2.054416820136018
8,2,2,1,0,0.43546795480967965,0.5587936689013021,0.17930553169700875,0.8858537164255785,3.117420212761794,0.13186655638730926,2.1179108014596637
8,3,3,0,1,0.4334054753293264,0.4913871099215936,1.1930300941723961,1.5244321042023241,3.2573703644451664,0.22898399337145578,2.25556566451394
8,4,4,0,1,0.35491944793066194,1.973687333551896,0.5808247453967577,-0.1592745413362493,3.6490312729114747,0.05243838755601968,2.6472265729802484
9,1,1,1,0,1.4348356571279455,1.4257799293112734,2.2579192724045276,0.8876780670820326,3.7044543132299212,0.3779923937270337,2.6311071855843697
9,2,2,1,0,1.9722667982654696,0.4868541196415263,-2.036104407014515,0.6220267195295506,3.086026528967559,0.030421119975928484,2.0126794013220075
9,3,3,0,1,0.36221194846514926,0.8761248067206322,-0.5172954202638863,1.453930258972118,3.5435466334674572,0.016569255360460628,2.461503849384228
9,4,4,0,1,0.7520600925154417,0.38823523066640564,0.1259613556557962,1.1474504759174677,3.17900580431024,0.09651857430758594,2.0969630202270104
10,1,1,1,0,0.4069182729288598,1.2384101707793318,-1.1603712380342446,0.05562863018402754,3.2476711936652647,0.027407184622695143,2.262693960845222
10,2,2,1,0,0.8330918991293192,0.052674011070400435,-1.445908121460665,-0.01807391270576808,2.651783305172215,0.10387806000666057,1.6668060723521725
10,3,3,0,1,0.8367728737509823,0.028025679306797217,-1.6894874451129607,-1.0907244793051758,2.4613378546829976,0.09026857623347366,1.4486989241205679
10,4,4,0,1,0.022085279245971496,0.09291441018051916,0.40512494799368215,-0.4258580077418885,2.612627286335454,0.23987917094519684,1.5999883557730246
11,1,1,1,0,0.503653892959937,0.5815598827263873,-0.9661802693574204,-1.7547584488470824,2.7222125280761453,0.06551177985475443,1.5311899291150628
11,2,2,1,0,0.659993448534232,0.6903358479410867,0.8520436317875344,0.08203342311789105,3.1705104296480338,0.19251953424122673,1.9794878306869517
11,3,3,0,1,1.5888237189373655,0.4436389738801523,-1.051764160307095,0.27752156564033076,3.0954703991976364,0.07686458135176458,1.9071308486346912
11,4,4,0,1,0.08357662264972694,0.7085668785886072,1.3723088596831434,-0.561281568302908,3.0232240264581156,0.22259719974316605,1.8348844758951706
12,1,1,1,0,1.85478183887903,0.18880778007704133,0.7098452277469692,0.39069753197793466,3.087850965476294,0.29607259263874325,1.8149159108194253
12,2,2,1,0,1.9956115939934211,0.9941691777968622,-0.5681301368555722,-0.8746396075532579,3.1679227466162567,0.080908225830608,1.8949876919593875
12,3,3,0,1,1.1246999244159768,1.44797002310737,0.5510714974229901,2.6360479792747045,4.561856443999791,0.007411899453310231,3.292010601479578
12,4,4,0,1,0.5889814397187064,0.1632867604605481,1.0345783262659256,-0.6765073778376542,2.8480037221562897,0.21671443751792338,1.5781578796360767
13,1,1,1,0,1.7144984547923463,0.4103814258651024,-1.013887772922008,-1.4691468348892376,2.719331796923089,0.19038456144827212,1.5203673786052425
13,2,2,1,0,0.034433608511538136,0.4104831772240269,0.08089682880555496,-0.8099154026236399,2.8499647551880205,0.08165474022543302,1.6510003368701747
13,3,3,0,1,0.8020090390865164,0.3323785217028818,0.12438635060871851,-1.7347791159647554,2.6098319359183133,0.26730731514656614,1.4423117970855182
13,4,4,0,1,0.5826784193919733,0.6733846543947994,-1.1613811355603223,0.10587980629210159,3.1445213155370864,0.020367125878329517,1.9770011767042905
14,1,1,1,0,1.046364831162978,1.3496540452360768,0.35734521238914413,-0.066939091798282,3.3192481932227715,0.17860729593271532,2.2911322434589474
14,2,2,1,0,0.49079317604405426,1.1460364491831427,1.0532099270997142,1.3116244947955538,3.615020933434006,0.11374249725572624,2.586904983670182
14,3,3,0,1,0.03580501307866291,0.34604012431697073,-0.30677269109214883,-0.48822240840632863,2.6868564426314143,0.12786619756891957,1.691274234983793
14,4,4,0,1,1.3737204446468634,1.720716576756367,-0.8348771331894863,0.4531191310536192,3.6782695601188666,0.03956595950726011,2.682687352471245
15,1,1,1,0,2.2614375272279092,0.38005793831882373,0.8501381550602086,0.11740534451864947,3.0454394639752307,0.3872987254438829,1.8398612343163516
15,2,2,1,0,0.5427172533779485,0.24533854737111327,1.2135184153069216,0.15882852027603978,2.9937400959104683,0.1107477417464348,1.7881618662515888
15,3,3,0,1,0.029950971808955,0.139298980665254,0.02136090430252017,-0.04524822152085207,2.9389663209217254,0.040526565279745574,1.6975206027258016
15,4,4,0,1,1.2991867137335973,0.9476865332513276,-0.19744750127562655,0.3551048457089925,3.4257770149390763,0.04376190281867192,2.1843312967431525
16,1,1,1,0,1.8390875695960955,0.9629154000588482,-0.4620015915339823,-1.338251198006197,3.1023231022839672,0.16878610406281017,1.7743735840827422
16,2,2,1,0,2.135936312437429,0.9318075924569331,-0.2435353016834415,0.16997732133053842,3.4538576416115863,0.13989305123264278,2.125908123410362
16,3,3,0,1,0.22716320297467615,0.08130740308147907,1.0718616115454036,1.7217513730564484,3.3853495690444575,0.08423845412941958,2.086620501677476
16,4,4,0,1,0.6774716191910448,0.1086108738078711,0.19994830391428742,-1.3596741559936918,2.728041409454103,0.20575022736946302,1.4293123420871212
17,1,1,1,0,1.6267385195262736,1.2022927749259547,-0.38399194874996917,-0.5872888781115554,3.2070449080860297,0.12418620030406254,2.0692000513582096
17,2,2,1,0,1.0492828542620316,2.0332595873578647,-0.7549447057946422,-0.8452014457081205,3.6040108521868968,0.02174625903070062,2.4661659954590767
17,3,3,0,1,1.1469638566322307,0.15817180827154947,0.5095990877674184,-0.8312823038774517,2.66091291314036,0.364286602579078,1.545940810850258
17,4,4,0,1,0.29153278584423936,0.15934352754570724,0.27266670932471015,2.0094543666496203,3.320612017372812,0.03266092044717009,2.20563991508271
18,1,1,1,0,1.487966111419356,1.3076470547569745,0.21281727013570684,0.06568231221383362,3.4014709377453185,0.15919457253537075,2.305095374269369
18,2,2,1,0,0.05569447396375782,0.7755381932101656,-0.666854116737475,-0.4246173956126976,2.9943882301310034,0.03560014004200663,1.8980126666550543
18,3,3,0,1,1.2966624211499724,2.8470056002034285,0.02539059903943531,0.04812317493823061,4.4566880871680485,0.010279202622490508,3.379631895536412
18,4,4,0,1,0.30913546762945193,0.8303616268705685,1.5198898225028132,-0.4329649168130249,2.999255093496327,0.31480737643471823,1.9221989018646903
19,1,1,1,0,1.690452739857274,0.4239665174674417,0.40580271921090216,1.1160513038600721,3.330427016393557,0.169434652554964,2.1074907933125675
19,2,2,1,0,1.2320241756224837,0.353519624596947,1.2034760361695904,0.7849575748168103,3.2096851604942342,0.3028373268802809,1.9867489374132445
19,3,3,0,1,0.705808896576652,1.5113965222218269,0.35815097020600606,-0.41703877633474407,3.4760918640649656,0.06807714674316973,2.2835226749723168
19,4,4,0,1,0.3867266950968507,1.009505809268866,-0.739407911166843,-0.48017882143365537,3.190983656059882,0.029201407383896698,1.9984144669672335
20,1,1,1,0,1.0130628207339079,0.34092321893845573,0.4584343055282861,0.10852385342872722,2.9833172067844944,0.24980080458375245,1.8199268107622424
20,2,2,1,0,0.5030707832346367,0.20725946237498724,-0.1951614085943003,0.95683569943285,3.1204033897800327,0.059317460192368325,1.9570129937577811
